idx,S1,S2,Corr,Profit,Returns
150,MU,EA,0.011517574062299998,71078.19934435969,1.7107819934435968
237,EA,TDC,0.0661091464466,58189.66478322842,1.5818966478322842
50,AMAT,EA,0.015326585680799998,41443.654863564065,1.4144365486356407
78,AAPL,SWKS,0.06515724262559999,35106.028489729564,1.3510602848972957
125,MCHP,EA,0.0320474735571,35054.59361615201,1.35054593616152
40,INTU,AMAT,0.0572104580684,33446.39289973059,1.334463928997306
206,STX,XRX,0.0731403593766,32617.611316061695,1.326176113160617
245,WDC,NFLX,0.0740258286045,32020.195421660726,1.3202019542166072
188,SWKS,NFLX,0.0298563699807,31869.40737368216,1.3186940737368216
18,FB,EA,0.0103608551094,31765.524320691708,1.317655243206917
169,FISV,EA,0.037713242468199994,31693.61235763086,1.3169361235763086
113,ADI,HPQ,0.0680549648256,31027.50516799836,1.3102750516799835
144,NVDA,FISV,0.0881722757092,30580.69359663727,1.3058069359663727
147,NVDA,ADBE,0.024947485085100002,30511.677391640347,1.3051167739164036
238,EA,YHOO,0.06097974145380001,29669.95113875663,1.2966995113875663
347,NFLX,ADBE,4.90690701313e-05,29538.317471808492,1.2953831747180848
304,EBAY,XRX,0.00911393425197,29462.49328552492,1.2946249328552493
27,FB,KLAC,0.011055135826600001,28643.475302614577,1.2864347530261457
224,GOOG,KLAC,0.00171940210714,28348.885813795496,1.2834888581379549
152,MU,CTSH,0.0392499375479,27949.903731119688,1.279499037311197
283,LLTC,HPQ,0.0963439824856,26887.634111406907,1.268876341114069
146,NVDA,NFLX,0.0728526372347,26793.290187373903,1.267932901873739
290,GOOGL,KLAC,0.00192574025693,25832.274058718947,1.2583227405871895
83,AAPL,NFLX,0.0671582717214,25513.618208812637,1.2551361820881264
350,ADBE,CTXS,0.0372490124924,25460.53375467345,1.2546053375467345
103,ADI,EBAY,0.0820225305547,25031.09184938899,1.2503109184938899
226,GOOG,LRCX,0.07696779175030001,24428.01904685941,1.244280190468594
13,FB,STX,0.00286030355788,24217.268992325407,1.2421726899232541
236,EA,IBM,0.08617757288349999,24091.660043741373,1.2409166004374137
119,MCHP,NVDA,0.0598618644161,23710.93904627944,1.2371093904627943
228,GOOG,GPN,0.014975360575099999,23546.961264747035,1.2354696126474702
309,EBAY,XLNX,0.0060609592732,23324.376575530594,1.233243765755306
130,MCHP,ADBE,0.033250864289199995,23066.886752327206,1.230668867523272
201,STX,LLTC,0.0388534414444,23005.49956465658,1.2300549956465658
230,GOOG,HPQ,0.00245185054636,22930.46500214844,1.2293046500214844
331,WU,HPQ,0.057805461883300005,22742.64345084956,1.2274264345084955
142,QCOM,HPQ,0.0288777775391,22625.687407441408,1.226256874074414
118,ADI,YHOO,0.033540779914,22244.222608593584,1.2224422260859358
296,GOOGL,HPQ,0.00209859007336,21967.668436747364,1.2196766843674736
30,FB,XRX,0.0114915772699,21889.009329196342,1.2188900932919635
11,FB,JNPR,0.0803695133591,21572.18157361314,1.2157218157361314
84,CRM,EA,0.09687939820569999,21490.390328756068,1.2149039032875606
9,FB,ADSK,0.025698575190900002,20923.45210952447,1.2092345210952447
311,EBAY,HPQ,0.0108630496926,20617.6156575668,1.206176156575668
154,MU,TDC,0.08026633570330001,20574.089819826768,1.2057408981982676
6,FB,NVDA,0.0747342803012,20427.88787222674,1.2042788787222674
137,AKAM,HPQ,0.043243949904199996,20364.485645632783,1.2036448564563278
12,FB,ACN,0.052907387962,20161.56488681049,1.201615648868105
294,GOOGL,GPN,0.0119501060422,20018.84539577691,1.2001884539577692
48,AMAT,FISV,0.07035474452660001,19706.27530117077,1.1970627530117077
57,CSCO,ADI,0.025015635189900003,19590.815567074416,1.1959081556707443
198,STX,GOOG,0.016918911173,19501.9526635042,1.195019526635042
41,INTU,YHOO,0.0156699752513,19304.24708486453,1.1930424708486453
98,ADI,EA,0.033828626849,19080.65291136928,1.190806529113693
292,GOOGL,LRCX,0.0570704560466,18866.213380844216,1.1886621338084422
209,STX,NFLX,0.0162140967286,18758.339795299078,1.1875833979529908
242,WDC,CTSH,0.0756750732789,18744.550075592444,1.1874455007559244
4,FB,ADI,0.0113424669633,18725.307395652126,1.1872530739565212
282,LLTC,TDC,0.062430693714899996,18460.817399064865,1.1846081739906487
199,STX,MSFT,0.06978328451989999,18252.208818169456,1.1825220881816945
16,FB,TEL,0.0112928602041,18138.643193690514,1.1813864319369052
25,FB,EBAY,0.0291541237377,18024.02345874552,1.1802402345874552
148,NVDA,CTXS,0.0547048608591,17956.10753174516,1.1795610753174517
63,TXN,CRM,0.013128629661399998,17856.762028258294,1.178567620282583
51,AMAT,CA,0.014024919475200001,17714.148670858776,1.1771414867085879
203,STX,GOOGL,0.0163872625664,17711.55990739839,1.1771155990739839
286,LLTC,NFLX,0.0567605686115,17703.062858502584,1.1770306285850258
349,NFLX,YHOO,5.5619561676000006e-05,17632.310409256665,1.1763231040925666
271,LLTC,EBAY,0.056209476579599994,17086.91664925871,1.1708691664925872
303,EBAY,WU,0.00988841393288,16996.523358144128,1.1699652335814412
34,FB,GPN,0.0618232197351,16861.92920073532,1.1686192920073533
284,LLTC,ORCL,0.040993274309300005,16696.17744236614,1.1669617744236613
5,FB,MCHP,0.0193503506741,16591.631530511528,1.1659163153051153
140,QCOM,IBM,0.0134706668465,16551.242121518648,1.1655124212151864
35,FB,ORCL,0.0324460530093,16524.435384310666,1.1652443538431068
254,AVGO,GOOGL,0.0627342710541,16427.406027942678,1.1642740602794268
234,SYMC,NFLX,0.0795249988123,16299.620790933288,1.1629962079093328
